Nivel,Accuracy,Tiempo_Promedio,Racha,Accion
5,1.0,1.54,0,MANTENER
5,1.0,1.5,-2,MANTENER
3,0.0,1.74,5,BAJAR
2,1.0,2.13,2,MANTENER
4,0.6,2.45,-1,BAJAR
3,1.0,1.56,-1,MANTENER
1,1.0,1.15,5,SUBIR
2,1.0,1.86,1,MANTENER
5,0.83,3.02,2,MANTENER
1,1.0,1.98,1,MANTENER
2,0.67,1.7,5,MANTENER
3,1.0,1.26,1,MANTENER
5,0.67,2.35,-3,BAJAR
5,1.0,1.49,4,MANTENER
3,1.0,1.34,-3,MANTENER
2,1.0,1.29,3,SUBIR
2,1.0,1.39,2,MANTENER
4,0.6,1.89,5,MANTENER
4,1.0,0.88,3,MANTENER
1,1.0,1.17,-2,MANTENER
5,1.0,0.9,-3,MANTENER
1,1.0,1.28,4,SUBIR
4,1.0,1.01,5,SUBIR
5,1.0,1.12,-1,MANTENER
3,1.0,1.03,0,MANTENER
4,1.0,1.58,4,MANTENER
2,1.0,1.24,-1,MANTENER
3,0.5,1.88,-1,BAJAR
2,1.0,0.9,1,MANTENER
2,1.0,1.38,2,MANTENER
5,0.67,2.87,-3,BAJAR
5,0.0,2.46,1,BAJAR
5,1.0,2.0,1,MANTENER
5,1.0,1.33,1,MANTENER
5,0.67,2.6,2,MANTENER
2,0.67,2.38,5,MANTENER
5,0.83,2.51,-2,BAJAR
3,1.0,0.97,0,MANTENER
2,0.67,1.93,1,MANTENER
3,0.5,2.42,2,BAJAR
4,1.0,1.18,-3,MANTENER
2,0.33,1.99,-2,BAJAR
5,0.83,2.71,4,MANTENER
1,0.5,2.14,2,BAJAR
3,0.75,1.77,1,MANTENER
2,1.0,1.46,-1,MANTENER
5,1.0,0.89,-3,MANTENER
3,1.0,0.92,0,MANTENER
5,1.0,1.32,5,MANTENER
2,0.67,2.35,-2,BAJAR
5,1.0,1.42,2,MANTENER
5,1.0,1.1,-2,MANTENER
1,0.5,2.03,2,BAJAR
5,0.5,2.51,2,BAJAR
5,1.0,0.85,1,MANTENER
4,1.0,1.07,5,SUBIR
4,0.6,2.62,1,MANTENER
1,1.0,1.04,-2,MANTENER
1,1.0,0.9,2,SUBIR
5,1.0,1.06,-1,MANTENER
5,1.0,0.86,4,SUBIR
5,1.0,1.07,-1,MANTENER
1,0.0,3.85,-3,BAJAR
5,1.0,2.24,5,MANTENER
4,0.8,1.59,0,MANTENER
5,1.0,1.05,0,MANTENER
3,1.0,1.1,4,SUBIR
4,0.8,2.22,5,MANTENER
4,1.0,1.13,3,MANTENER
2,0.67,1.54,2,MANTENER
1,0.5,2.71,0,BAJAR
4,1.0,1.06,2,MANTENER
1,0.0,2.27,1,BAJAR
3,1.0,0.89,1,MANTENER
3,1.0,1.49,-2,MANTENER
4,0.4,2.61,0,BAJAR
2,1.0,1.32,2,MANTENER
2,0.67,2.97,3,MANTENER
3,1.0,1.26,-1,MANTENER
3,0.75,2.48,-3,BAJAR
2,0.33,2.42,0,BAJAR
1,0.5,2.82,3,BAJAR
1,1.0,1.13,5,SUBIR
2,0.67,1.83,-3,BAJAR
1,0.0,2.94,-1,BAJAR
1,1.0,2.02,0,MANTENER
1,1.0,1.11,-2,MANTENER
5,1.0,1.18,1,MANTENER
3,0.75,1.72,4,MANTENER
5,1.0,0.82,0,MANTENER
1,1.0,1.44,-1,MANTENER
3,1.0,1.34,-2,MANTENER
1,0.0,2.15,0,BAJAR
1,1.0,1.1,-1,MANTENER
2,1.0,1.01,5,SUBIR
5,1.0,2.03,3,MANTENER
5,0.5,2.32,5,BAJAR
2,0.67,2.77,-2,BAJAR
3,0.75,2.88,-1,BAJAR
5,1.0,0.96,0,MANTENER
2,1.0,1.91,-3,MANTENER
2,1.0,1.0,0,MANTENER
5,1.0,0.98,-3,MANTENER
3,0.75,2.34,5,MANTENER
5,1.0,1.16,3,MANTENER
1,0.5,1.77,1,BAJAR
4,0.8,2.25,-1,BAJAR
1,0.5,1.88,-1,BAJAR
1,1.0,0.93,-2,MANTENER
1,1.0,1.11,1,MANTENER
3,0.75,1.59,-1,BAJAR
3,1.0,1.24,3,MANTENER
4,0.8,2.25,2,MANTENER
5,1.0,1.0,0,MANTENER
2,1.0,0.94,0,MANTENER
4,0.4,2.33,3,BAJAR
2,1.0,1.37,3,SUBIR
3,1.0,1.06,-3,MANTENER
1,1.0,1.0,-2,MANTENER
1,1.0,1.58,-2,MANTENER
4,0.8,1.72,2,MANTENER
1,1.0,0.85,0,MANTENER
2,1.0,1.06,2,MANTENER
3,1.0,1.18,-3,MANTENER
5,0.83,1.97,1,MANTENER
3,1.0,1.02,5,SUBIR
4,1.0,0.88,2,MANTENER
4,1.0,0.98,3,MANTENER
5,0.83,1.85,-1,BAJAR
1,1.0,1.47,0,MANTENER
4,1.0,1.54,4,MANTENER
1,1.0,2.09,-3,MANTENER
2,0.67,2.67,4,MANTENER
3,1.0,1.03,2,MANTENER
1,1.0,1.1,0,MANTENER
1,1.0,0.86,1,MANTENER
3,0.75,3.0,4,MANTENER
1,1.0,1.52,4,SUBIR
3,1.0,1.22,-3,MANTENER
4,1.0,0.97,3,MANTENER
3,1.0,0.99,4,SUBIR
2,0.67,2.17,-3,BAJAR
3,1.0,0.96,-3,MANTENER
3,0.5,1.69,-2,BAJAR
1,1.0,1.44,-2,MANTENER
3,0.75,1.71,-3,BAJAR
3,0.5,2.04,0,BAJAR
2,1.0,1.26,1,MANTENER
2,0.67,3.0,0,MANTENER
3,1.0,1.35,2,MANTENER
4,1.0,0.81,5,SUBIR
4,1.0,1.07,1,MANTENER
1,0.5,1.67,3,BAJAR
4,1.0,0.95,3,MANTENER
1,0.5,2.14,2,BAJAR
5,1.0,1.39,-1,MANTENER
5,1.0,0.98,1,MANTENER
2,0.67,2.25,1,MANTENER
5,1.0,1.28,4,MANTENER
3,0.25,2.38,-3,BAJAR
4,0.6,1.8,1,MANTENER
2,1.0,1.41,-2,MANTENER
2,0.0,3.01,-2,BAJAR
2,1.0,1.16,-3,MANTENER
2,1.0,1.16,4,SUBIR
4,0.6,1.83,2,MANTENER
4,1.0,0.93,-1,MANTENER
3,0.0,1.51,4,BAJAR
4,1.0,2.23,2,MANTENER
1,1.0,1.03,-3,MANTENER
2,1.0,0.96,4,SUBIR
2,0.33,2.63,-3,BAJAR
5,1.0,1.21,0,MANTENER
2,1.0,1.23,3,SUBIR
1,0.5,2.92,4,BAJAR
4,0.8,2.38,4,MANTENER
2,1.0,1.5,5,SUBIR
2,0.0,2.38,-1,BAJAR
5,1.0,1.0,3,MANTENER
3,1.0,1.58,4,MANTENER
5,1.0,1.15,-3,MANTENER
1,1.0,0.9,-1,MANTENER
3,1.0,1.08,-1,MANTENER
1,1.0,1.51,0,MANTENER
4,0.0,2.27,-1,BAJAR
4,0.6,2.79,3,MANTENER
1,1.0,2.52,-2,MANTENER
2,1.0,2.35,5,MANTENER
4,1.0,0.92,5,SUBIR
4,1.0,1.15,4,SUBIR
5,1.0,0.92,1,MANTENER
2,1.0,2.21,1,MANTENER
1,1.0,1.53,-3,MANTENER
3,1.0,1.59,4,MANTENER
4,0.8,1.5,-3,BAJAR
2,1.0,1.44,-1,MANTENER
3,1.0,1.15,4,SUBIR
2,1.0,1.48,-3,MANTENER
3,1.0,2.37,5,MANTENER
3,1.0,1.0,5,SUBIR
4,1.0,1.38,0,MANTENER
2,0.33,1.75,4,BAJAR
2,1.0,1.27,5,SUBIR
2,0.67,2.4,0,MANTENER
5,0.83,2.62,-2,BAJAR
5,1.0,1.41,0,MANTENER
2,1.0,1.25,-1,MANTENER
5,1.0,1.38,5,MANTENER
4,0.8,2.18,4,MANTENER
1,1.0,1.56,-3,MANTENER
3,1.0,1.05,4,SUBIR
4,1.0,1.07,1,MANTENER
3,1.0,1.84,-1,MANTENER
3,1.0,1.2,3,MANTENER
4,0.8,2.46,-2,BAJAR
5,0.83,2.3,-3,BAJAR
2,1.0,1.48,-2,MANTENER
3,0.0,3.54,3,BAJAR
4,0.6,3.24,-2,BAJAR
5,0.67,2.56,-2,BAJAR
4,1.0,1.96,3,MANTENER
2,1.0,1.07,3,SUBIR
5,1.0,0.95,-1,MANTENER
2,0.33,1.85,0,BAJAR
3,1.0,1.19,5,SUBIR
1,0.5,1.96,-3,BAJAR
3,0.5,2.14,-3,BAJAR
4,1.0,1.51,-2,MANTENER
1,0.5,1.38,-3,BAJAR
2,1.0,1.1,3,SUBIR
4,1.0,1.03,-1,MANTENER
4,1.0,0.82,2,MANTENER
4,0.8,1.94,3,MANTENER
5,0.67,1.85,1,MANTENER
1,0.5,2.29,0,BAJAR
4,0.6,2.18,2,MANTENER
1,1.0,1.52,4,SUBIR
2,1.0,1.53,3,SUBIR
4,1.0,1.5,5,MANTENER
3,0.75,2.59,1,MANTENER
3,1.0,1.57,5,MANTENER
3,1.0,0.9,-2,MANTENER
1,0.0,3.41,4,BAJAR
3,1.0,1.41,2,MANTENER
3,0.75,2.41,-2,BAJAR
2,1.0,0.92,-1,MANTENER
1,0.5,2.14,2,BAJAR
5,0.83,2.08,0,MANTENER
4,1.0,1.29,1,MANTENER
1,1.0,0.81,-3,MANTENER
5,0.83,2.48,-3,BAJAR
1,1.0,1.47,-1,MANTENER
1,0.0,1.98,-1,BAJAR
4,1.0,0.92,4,SUBIR
4,1.0,1.34,0,MANTENER
1,1.0,2.57,5,MANTENER
1,1.0,2.1,4,MANTENER
4,0.8,2.87,3,MANTENER
5,1.0,0.85,5,SUBIR
4,0.8,2.58,4,MANTENER
3,1.0,0.87,-1,MANTENER
5,0.83,1.77,3,MANTENER
4,0.6,2.33,0,MANTENER
1,1.0,1.38,-1,MANTENER
4,1.0,2.38,1,MANTENER
4,1.0,1.27,4,SUBIR
2,0.0,2.28,4,BAJAR
3,1.0,1.19,2,MANTENER
2,0.67,1.8,-3,BAJAR
1,0.5,2.15,-2,BAJAR
2,0.67,1.93,-3,BAJAR
3,1.0,1.24,1,MANTENER
1,0.5,2.31,1,BAJAR
4,1.0,1.46,5,MANTENER
3,0.75,2.25,-2,BAJAR
5,1.0,1.41,5,MANTENER
5,0.83,1.88,-1,BAJAR
2,0.67,1.75,0,MANTENER
2,0.67,1.68,4,MANTENER
4,1.0,1.03,3,MANTENER
4,0.8,1.68,5,MANTENER
3,1.0,0.81,-2,MANTENER
4,1.0,1.46,2,MANTENER
1,1.0,1.25,5,SUBIR
5,1.0,1.98,3,MANTENER
4,0.2,2.39,-2,BAJAR
1,1.0,2.08,0,MANTENER
2,1.0,1.45,-1,MANTENER
4,0.8,2.05,0,MANTENER
2,0.33,1.81,-3,BAJAR
5,1.0,1.16,4,SUBIR
2,1.0,1.1,0,MANTENER
3,0.75,1.95,4,MANTENER
5,0.67,2.43,-3,BAJAR
4,0.6,2.03,-1,BAJAR
5,1.0,0.84,-1,MANTENER
3,1.0,1.38,-3,MANTENER
5,1.0,1.02,-2,MANTENER
2,1.0,1.56,0,MANTENER
2,0.33,1.61,2,BAJAR
2,1.0,1.07,-3,MANTENER
3,1.0,0.82,1,MANTENER
2,0.33,2.34,0,BAJAR
2,0.67,3.32,1,MANTENER
1,0.5,1.63,2,BAJAR
5,1.0,1.08,1,MANTENER
5,0.83,3.18,0,MANTENER
1,1.0,1.12,4,SUBIR
4,0.2,1.9,2,BAJAR
5,0.67,2.57,-3,BAJAR
5,0.67,2.3,5,MANTENER
5,1.0,0.91,1,MANTENER
1,1.0,0.85,3,SUBIR
4,0.8,2.32,-2,BAJAR
2,1.0,1.13,3,SUBIR
2,1.0,1.25,3,SUBIR
3,1.0,1.17,-2,MANTENER
4,1.0,1.27,-1,MANTENER
5,0.83,1.47,0,MANTENER
1,1.0,2.25,4,MANTENER
5,1.0,1.52,5,MANTENER
2,1.0,1.44,-2,MANTENER
2,0.33,2.14,-3,BAJAR
4,0.8,2.58,-3,BAJAR
1,0.0,2.06,-3,BAJAR
4,0.8,2.66,2,MANTENER
4,1.0,0.84,1,MANTENER
5,1.0,1.41,4,MANTENER
2,1.0,1.96,3,MANTENER
1,1.0,0.94,4,SUBIR
3,1.0,1.35,5,SUBIR
4,1.0,1.35,-1,MANTENER
5,1.0,1.08,3,MANTENER
4,0.2,2.11,-3,BAJAR
1,1.0,0.81,2,SUBIR
3,0.25,3.38,3,BAJAR
3,1.0,1.27,0,MANTENER
1,1.0,2.47,4,MANTENER
4,1.0,1.93,-1,MANTENER
1,0.5,1.65,-3,BAJAR
2,0.33,1.66,5,BAJAR
1,0.5,2.31,2,BAJAR
1,0.0,2.18,-2,BAJAR
4,1.0,1.33,-2,MANTENER
2,0.67,1.87,1,MANTENER
4,0.8,2.29,-1,BAJAR
5,0.83,1.9,-2,BAJAR
2,1.0,0.81,-2,MANTENER
5,0.83,3.13,5,MANTENER
3,0.5,2.15,-1,BAJAR
1,1.0,1.06,-3,MANTENER
5,1.0,0.99,-2,MANTENER
4,1.0,1.04,2,MANTENER
1,1.0,1.39,2,SUBIR
3,0.75,2.96,0,MANTENER
4,1.0,1.15,-3,MANTENER
3,0.75,1.6,0,MANTENER
2,1.0,1.24,-2,MANTENER
1,1.0,1.1,1,MANTENER
2,0.67,3.22,1,MANTENER
2,0.0,2.22,-3,BAJAR
2,1.0,0.91,2,MANTENER
2,1.0,1.26,5,SUBIR
3,0.5,1.6,-3,BAJAR
3,1.0,1.16,-1,MANTENER
4,1.0,1.18,-3,MANTENER
2,1.0,1.02,5,SUBIR
5,0.0,2.35,2,BAJAR
5,0.83,1.41,2,MANTENER
1,1.0,1.04,3,SUBIR
2,0.67,2.46,2,MANTENER
2,0.67,2.31,-1,BAJAR
5,0.67,2.95,2,MANTENER
2,1.0,1.59,2,MANTENER
5,0.67,1.95,-2,BAJAR
4,1.0,1.35,5,SUBIR
2,1.0,2.32,0,MANTENER
1,1.0,1.48,4,SUBIR
1,0.5,2.4,2,BAJAR
1,1.0,0.97,5,SUBIR
2,1.0,2.1,1,MANTENER
1,1.0,2.03,5,MANTENER
4,1.0,2.09,-2,MANTENER
2,1.0,1.38,-1,MANTENER
5,0.83,1.84,3,MANTENER
1,0.5,1.83,-3,BAJAR
1,1.0,1.13,4,SUBIR
4,1.0,2.28,-2,MANTENER
1,1.0,1.18,5,SUBIR
5,0.83,2.62,4,MANTENER
2,0.33,2.52,-2,BAJAR
1,1.0,1.54,1,MANTENER
3,1.0,1.34,-3,MANTENER
5,1.0,1.1,-1,MANTENER
3,1.0,0.83,2,MANTENER
4,0.0,2.84,3,BAJAR
3,0.75,1.58,-1,BAJAR
5,1.0,1.56,-1,MANTENER
3,1.0,1.0,3,MANTENER
3,1.0,1.33,3,MANTENER
4,1.0,1.35,-3,MANTENER
5,0.83,3.05,4,MANTENER
2,0.67,2.37,0,MANTENER
4,0.6,1.98,2,MANTENER
1,1.0,1.25,0,MANTENER
4,0.6,1.69,-1,BAJAR
3,1.0,0.89,3,MANTENER
1,1.0,1.16,4,SUBIR
2,1.0,1.15,-2,MANTENER
4,1.0,1.57,-2,MANTENER
1,0.0,2.55,5,BAJAR
3,1.0,0.94,-2,MANTENER
2,0.67,2.3,2,MANTENER
2,1.0,1.26,2,MANTENER
1,0.5,1.91,5,BAJAR
1,0.5,2.09,3,BAJAR
5,1.0,1.46,-1,MANTENER
4,1.0,0.99,5,SUBIR
4,1.0,1.15,5,SUBIR
1,1.0,0.89,0,MANTENER
5,1.0,2.13,3,MANTENER
2,0.67,2.3,4,MANTENER
5,1.0,1.09,-1,MANTENER
1,0.0,1.82,0,BAJAR
3,0.25,2.04,-1,BAJAR
2,1.0,1.99,4,MANTENER
5,1.0,0.9,0,MANTENER
1,1.0,0.89,-3,MANTENER
5,1.0,0.84,0,MANTENER
1,1.0,1.51,2,SUBIR
1,0.5,2.2,-2,BAJAR
1,1.0,0.87,-3,MANTENER
2,1.0,1.23,4,SUBIR
1,0.0,1.69,-2,BAJAR
3,1.0,1.42,0,MANTENER
2,1.0,0.87,1,MANTENER
2,1.0,1.43,-1,MANTENER
1,1.0,1.24,-3,MANTENER
2,1.0,1.23,-3,MANTENER
4,1.0,1.9,-3,MANTENER
3,0.75,3.37,1,MANTENER
5,1.0,2.33,5,MANTENER
1,1.0,1.25,5,SUBIR
2,0.67,2.53,-3,BAJAR
1,0.5,1.77,1,BAJAR
4,0.6,2.35,0,MANTENER
2,1.0,1.43,0,MANTENER
5,1.0,1.02,1,MANTENER
4,0.8,2.46,-3,BAJAR
1,0.5,2.03,5,BAJAR
2,0.67,2.35,-3,BAJAR
5,1.0,0.97,-1,MANTENER
5,1.0,0.96,4,SUBIR
2,0.67,2.66,2,MANTENER
1,0.5,3.97,5,BAJAR
4,0.8,1.91,1,MANTENER
2,1.0,1.23,5,SUBIR
3,0.75,3.03,2,MANTENER
4,1.0,0.85,3,MANTENER
4,1.0,1.55,5,MANTENER
5,0.83,1.72,2,MANTENER
5,1.0,1.11,5,SUBIR
1,1.0,2.55,4,MANTENER
2,1.0,1.31,4,SUBIR
4,1.0,1.59,-3,MANTENER
2,0.33,3.96,-3,BAJAR
1,0.5,2.03,0,BAJAR
5,0.67,2.3,1,MANTENER
2,1.0,2.32,1,MANTENER
2,0.0,2.93,1,BAJAR
5,0.83,3.39,3,MANTENER
4,0.8,2.29,-2,BAJAR
3,0.75,2.55,3,MANTENER
5,1.0,2.17,5,MANTENER
1,0.0,1.84,-1,BAJAR
4,0.4,1.95,0,BAJAR
5,1.0,0.94,0,MANTENER
3,1.0,0.88,5,SUBIR
5,0.83,1.69,5,MANTENER
4,1.0,0.9,5,SUBIR
4,0.8,2.19,2,MANTENER
2,0.67,3.19,5,MANTENER
3,1.0,1.26,4,SUBIR
2,0.67,1.54,1,MANTENER
5,1.0,0.99,1,MANTENER
3,1.0,1.15,5,SUBIR
5,0.83,2.81,4,MANTENER
3,1.0,1.06,-2,MANTENER
3,1.0,1.18,-3,MANTENER
4,0.8,2.78,-2,BAJAR
4,1.0,1.46,4,MANTENER
3,1.0,1.29,4,SUBIR
5,0.83,1.79,4,MANTENER
3,0.75,2.25,5,MANTENER
5,1.0,1.05,5,SUBIR
5,0.83,4.07,-1,BAJAR
4,1.0,1.93,4,MANTENER
2,0.33,2.23,2,BAJAR
2,0.67,2.12,-2,BAJAR
5,1.0,1.37,1,MANTENER
4,0.6,1.68,-3,BAJAR
5,1.0,0.91,0,MANTENER
3,1.0,1.6,0,MANTENER
5,0.83,2.35,4,MANTENER
4,1.0,1.12,2,MANTENER
5,0.83,2.42,-1,BAJAR
1,0.5,1.75,-3,BAJAR
3,0.75,3.68,0,MANTENER
5,0.83,1.99,2,MANTENER
4,1.0,1.6,0,MANTENER
3,1.0,1.12,-1,MANTENER
1,1.0,1.35,1,MANTENER
1,1.0,1.58,-3,MANTENER
1,1.0,1.25,4,SUBIR
5,0.83,2.98,-2,BAJAR
3,0.75,2.12,0,MANTENER
4,0.8,2.26,2,MANTENER
2,0.67,1.84,5,MANTENER
1,0.5,2.77,-1,BAJAR
1,0.0,2.02,3,BAJAR
4,1.0,0.81,0,MANTENER
4,0.8,1.38,-1,BAJAR
3,1.0,1.18,-1,MANTENER
4,1.0,2.03,4,MANTENER
2,0.67,1.52,1,MANTENER
3,1.0,0.95,2,MANTENER
5,1.0,1.48,4,MANTENER
2,0.67,2.16,5,MANTENER
5,0.0,1.68,5,BAJAR
2,0.0,2.58,-3,BAJAR
5,1.0,1.04,1,MANTENER
5,1.0,1.01,5,SUBIR
4,0.4,1.9,-1,BAJAR
1,0.0,2.28,3,BAJAR
1,1.0,1.4,-1,MANTENER
3,1.0,1.48,4,SUBIR
2,1.0,2.47,2,MANTENER
3,1.0,2.11,0,MANTENER
5,0.83,2.87,-3,BAJAR
5,1.0,1.19,-3,MANTENER
3,0.75,2.2,4,MANTENER
4,1.0,1.14,2,MANTENER
1,1.0,1.08,4,SUBIR
1,0.0,2.24,-1,BAJAR
3,0.75,2.04,-1,BAJAR
1,1.0,1.48,-3,MANTENER
2,1.0,0.94,-2,MANTENER
2,1.0,1.03,5,SUBIR
3,1.0,1.04,0,MANTENER
1,1.0,1.13,0,MANTENER
3,0.75,2.18,-2,BAJAR
3,0.75,2.11,1,MANTENER
3,0.75,1.46,-1,BAJAR
1,0.5,1.33,3,BAJAR
3,1.0,1.24,-3,MANTENER
4,1.0,1.98,-3,MANTENER
4,1.0,0.95,-2,MANTENER
1,0.5,2.48,-1,BAJAR
2,0.67,2.28,4,MANTENER
1,1.0,2.49,5,MANTENER
2,0.33,2.43,-2,BAJAR
2,0.33,2.57,-1,BAJAR
3,0.75,2.16,3,MANTENER
2,0.67,2.61,-2,BAJAR
4,1.0,1.43,4,MANTENER
1,0.5,2.17,-2,BAJAR
1,1.0,1.34,-3,MANTENER
2,1.0,1.52,0,MANTENER
1,1.0,1.23,4,SUBIR
2,1.0,1.41,3,SUBIR
2,1.0,1.28,2,MANTENER
4,0.8,2.39,3,MANTENER
1,1.0,1.02,-2,MANTENER
5,1.0,1.17,0,MANTENER
5,1.0,1.38,4,MANTENER
1,1.0,1.42,3,SUBIR
2,1.0,1.14,4,SUBIR
5,0.83,2.1,1,MANTENER
2,0.67,3.04,0,MANTENER
1,1.0,1.29,-2,MANTENER
3,0.75,1.71,0,MANTENER
5,0.83,2.35,0,MANTENER
3,0.75,2.15,0,MANTENER
5,1.0,2.07,3,MANTENER
3,1.0,1.09,5,SUBIR
5,1.0,1.46,-3,MANTENER
2,1.0,1.4,4,SUBIR
5,1.0,1.26,-1,MANTENER
4,0.8,2.16,4,MANTENER
4,1.0,1.11,4,SUBIR
3,1.0,1.59,5,MANTENER
1,1.0,1.57,-1,MANTENER
4,1.0,0.8,1,MANTENER
4,1.0,1.46,-2,MANTENER
4,0.8,2.23,2,MANTENER
4,1.0,1.22,3,MANTENER
5,1.0,1.17,5,SUBIR
2,0.0,2.22,5,BAJAR
5,1.0,1.28,5,MANTENER
1,0.0,2.31,1,BAJAR
1,1.0,2.54,5,MANTENER
4,1.0,0.9,4,SUBIR
3,1.0,2.06,5,MANTENER
1,0.5,2.21,4,BAJAR
1,1.0,0.86,3,SUBIR
1,0.5,1.46,-3,BAJAR
2,1.0,1.3,-3,MANTENER
4,0.6,2.29,1,MANTENER
1,1.0,1.28,0,MANTENER
4,1.0,2.25,2,MANTENER
2,1.0,1.55,-3,MANTENER
1,1.0,1.31,1,MANTENER
1,1.0,0.84,1,MANTENER
5,0.17,1.4,0,BAJAR
1,0.5,2.64,5,BAJAR
3,0.75,2.36,2,MANTENER
1,0.5,1.99,-2,BAJAR
3,0.0,2.43,-1,BAJAR
3,1.0,0.95,-1,MANTENER
4,1.0,0.8,3,MANTENER
1,1.0,1.43,2,SUBIR
1,1.0,1.39,2,SUBIR
3,1.0,1.6,0,MANTENER
4,0.6,1.95,0,MANTENER
2,0.0,1.84,2,BAJAR
1,1.0,1.54,0,MANTENER
4,1.0,1.22,2,MANTENER
2,0.33,2.17,2,BAJAR
3,0.75,2.21,0,MANTENER
5,1.0,0.98,1,MANTENER
1,1.0,1.21,1,MANTENER
2,0.67,2.22,3,MANTENER
5,0.83,2.52,-1,BAJAR
2,1.0,1.86,2,MANTENER
2,1.0,0.81,1,MANTENER
3,1.0,0.87,-2,MANTENER
4,0.4,3.01,0,BAJAR
1,1.0,1.21,1,MANTENER
1,0.5,2.59,-2,BAJAR
3,1.0,1.08,0,MANTENER
2,1.0,1.2,2,MANTENER
2,1.0,1.46,-1,MANTENER
5,0.83,2.24,2,MANTENER
2,0.67,1.84,1,MANTENER
2,1.0,1.26,4,SUBIR
3,0.75,2.14,-1,BAJAR
1,1.0,1.56,-1,MANTENER
3,1.0,1.23,-3,MANTENER
1,1.0,1.14,3,SUBIR
5,1.0,2.2,1,MANTENER
3,0.75,1.4,3,MANTENER
2,1.0,2.2,0,MANTENER
5,1.0,2.56,0,MANTENER
4,0.8,2.69,4,MANTENER
4,0.8,2.96,-3,BAJAR
3,0.75,1.92,3,MANTENER
4,1.0,1.19,0,MANTENER
4,1.0,1.35,0,MANTENER
2,1.0,1.25,-1,MANTENER
2,0.67,2.51,-2,BAJAR
2,1.0,1.53,-2,MANTENER
2,1.0,1.5,-1,MANTENER
1,0.0,2.15,4,BAJAR
2,0.33,3.83,-3,BAJAR
1,1.0,1.45,4,SUBIR
1,1.0,1.37,0,MANTENER
5,0.83,1.79,0,MANTENER
5,1.0,1.56,-3,MANTENER
5,1.0,1.03,2,MANTENER
4,0.8,2.34,4,MANTENER
2,1.0,0.94,2,MANTENER
4,0.8,1.84,1,MANTENER
2,1.0,1.15,5,SUBIR
2,1.0,1.27,4,SUBIR
3,1.0,1.36,1,MANTENER
3,0.75,2.3,-1,BAJAR
1,0.0,1.85,1,BAJAR
3,0.75,2.25,0,MANTENER
2,1.0,1.26,-2,MANTENER
3,0.75,2.14,4,MANTENER
4,1.0,0.82,-3,MANTENER
1,1.0,1.39,1,MANTENER
4,0.8,2.03,0,MANTENER
4,1.0,1.49,-2,MANTENER
3,1.0,1.4,-3,MANTENER
3,1.0,1.32,4,SUBIR
3,0.75,2.65,0,MANTENER
5,0.67,2.35,-2,BAJAR
2,0.67,3.93,3,MANTENER
4,1.0,2.12,5,MANTENER
3,0.75,2.08,-2,BAJAR
2,0.33,2.73,0,BAJAR
3,1.0,0.82,4,SUBIR
3,0.75,2.08,4,MANTENER
2,1.0,1.2,1,MANTENER
5,1.0,1.31,3,MANTENER
5,1.0,0.91,-3,MANTENER
5,0.83,2.19,1,MANTENER
3,0.75,1.85,0,MANTENER
2,1.0,1.22,5,SUBIR
4,1.0,1.18,2,MANTENER
5,0.33,1.65,-3,BAJAR
1,1.0,1.29,-2,MANTENER
5,1.0,1.19,3,MANTENER
1,1.0,1.46,-2,MANTENER
1,0.5,2.93,2,BAJAR
5,1.0,1.6,1,MANTENER
4,1.0,0.87,4,SUBIR
3,1.0,1.07,-1,MANTENER
4,1.0,0.96,4,SUBIR
3,0.75,1.73,0,MANTENER
2,0.33,2.67,-2,BAJAR
2,1.0,1.57,-3,MANTENER
2,0.33,1.61,2,BAJAR
3,0.5,3.04,3,BAJAR
1,1.0,1.57,-3,MANTENER
1,1.0,1.16,5,SUBIR
1,0.5,3.33,2,BAJAR
1,1.0,0.87,-1,MANTENER
2,0.67,2.46,3,MANTENER
2,0.33,1.34,5,BAJAR
3,1.0,0.92,4,SUBIR
2,1.0,1.59,3,SUBIR
5,0.83,2.45,5,MANTENER
2,1.0,1.58,2,MANTENER
3,1.0,1.08,-2,MANTENER
3,1.0,1.39,3,MANTENER
3,1.0,1.58,-1,MANTENER
3,0.5,2.71,3,BAJAR
1,0.5,1.61,-2,BAJAR
3,1.0,2.16,3,MANTENER
3,1.0,1.23,1,MANTENER
2,1.0,1.33,0,MANTENER
4,1.0,0.99,2,MANTENER
2,0.67,2.32,-3,BAJAR
1,1.0,0.93,-1,MANTENER
5,0.17,1.83,2,BAJAR
3,1.0,2.29,-1,MANTENER
1,1.0,2.55,5,MANTENER
2,1.0,1.11,-2,MANTENER
4,0.8,2.66,0,MANTENER
2,0.67,2.24,2,MANTENER
5,0.17,1.8,4,BAJAR
3,0.75,1.63,1,MANTENER
2,1.0,1.28,5,SUBIR
3,0.5,2.31,1,BAJAR
4,1.0,1.17,1,MANTENER
5,1.0,1.02,4,SUBIR
3,0.25,1.89,1,BAJAR
3,0.0,2.5,1,BAJAR
2,0.33,2.12,-3,BAJAR
4,1.0,1.19,-3,MANTENER
1,1.0,1.27,-1,MANTENER
5,1.0,1.43,-3,MANTENER
2,1.0,1.22,2,MANTENER
1,1.0,1.14,5,SUBIR
1,0.5,1.6,4,BAJAR
3,1.0,0.84,0,MANTENER
4,0.8,2.27,5,MANTENER
1,0.0,1.39,5,BAJAR
2,1.0,2.0,5,MANTENER
