Nivel,Largo_Patron,Aciertos,Errores,Accuracy,Tiempo_por_Acierto,Racha,Accion
3,4,3,1,0.75,3.85,1,MANTENER
5,5,3,2,0.6,3.0,0,MANTENER
1,2,1,1,0.5,4.55,-1,MANTENER
3,4,3,1,0.75,4.1,-2,MANTENER
1,2,2,0,1.0,1.41,-1,MANTENER
4,5,5,0,1.0,1.16,0,MANTENER
5,5,5,0,1.0,1.24,1,MANTENER
5,5,5,0,1.0,1.97,2,SUBIR
2,3,3,0,1.0,1.76,3,SUBIR
4,5,3,2,0.6,3.11,2,MANTENER
5,5,4,1,0.8,4.03,1,MANTENER
3,4,3,1,0.75,2.94,0,MANTENER
4,5,5,0,1.0,1.18,1,MANTENER
3,4,4,0,1.0,1.76,2,SUBIR
4,5,4,1,0.8,3.71,1,MANTENER
2,3,3,0,1.0,1.38,2,SUBIR
2,3,2,1,0.67,2.97,1,MANTENER
3,4,4,0,1.0,1.4,2,SUBIR
2,3,2,1,0.67,4.06,1,MANTENER
5,5,5,0,1.0,1.56,2,SUBIR
1,2,1,1,0.5,6.01,1,MANTENER
3,4,3,1,0.75,2.91,0,MANTENER
3,4,3,1,0.75,2.56,-1,MANTENER
2,3,2,1,0.67,3.14,-2,MANTENER
2,3,3,0,1.0,1.84,-1,MANTENER
2,3,3,0,1.0,1.14,0,MANTENER
5,5,4,1,0.8,3.0,-1,MANTENER
1,2,2,0,1.0,1.9,0,MANTENER
1,2,1,1,0.5,3.74,-1,MANTENER
5,5,5,0,1.0,1.33,0,MANTENER
5,5,3,2,0.6,4.32,-1,MANTENER
5,5,3,2,0.6,4.96,-2,MANTENER
1,2,2,0,1.0,1.61,-1,MANTENER
2,3,2,1,0.67,3.88,-2,MANTENER
2,3,3,0,1.0,1.55,-1,MANTENER
5,5,4,1,0.8,3.77,-2,MANTENER
3,4,3,1,0.75,2.65,-3,MANTENER
1,2,1,1,0.5,4.62,-4,BAJAR
5,5,4,1,0.8,4.15,-5,MANTENER
2,3,3,0,1.0,1.35,-4,MANTENER
4,5,5,0,1.0,1.77,-3,MANTENER
3,4,4,0,1.0,1.42,-2,MANTENER
1,2,1,1,0.5,4.67,-3,BAJAR
3,4,4,0,1.0,1.4,-2,MANTENER
3,4,4,0,1.0,1.42,-1,MANTENER
2,3,3,0,1.0,1.66,0,MANTENER
1,2,1,1,0.5,3.86,-1,MANTENER
4,5,5,0,1.0,1.14,0,MANTENER
1,2,2,0,1.0,1.5,1,MANTENER
5,5,4,1,0.8,2.36,0,MANTENER
2,3,2,1,0.67,3.26,-1,MANTENER
2,3,3,0,1.0,1.51,0,MANTENER
1,2,2,0,1.0,1.56,1,MANTENER
4,5,4,1,0.8,3.62,0,MANTENER
5,5,5,0,1.0,1.51,1,MANTENER
3,4,3,1,0.75,3.09,0,MANTENER
2,3,3,0,1.0,1.47,1,MANTENER
2,3,2,1,0.67,2.75,0,MANTENER
1,2,1,1,0.5,5.77,-1,MANTENER
5,5,5,0,1.0,1.48,0,MANTENER
3,4,4,0,1.0,1.79,1,MANTENER
2,3,3,0,1.0,1.21,2,SUBIR
1,2,1,1,0.5,4.3,1,MANTENER
5,5,5,0,1.0,1.35,2,SUBIR
4,5,5,0,1.0,1.13,3,SUBIR
4,5,4,1,0.8,2.95,2,MANTENER
5,5,5,0,1.0,1.9,3,SUBIR
3,4,3,1,0.75,4.42,2,MANTENER
4,5,4,1,0.8,3.26,1,MANTENER
1,2,2,0,1.0,1.37,2,SUBIR
3,4,3,1,0.75,3.0,1,MANTENER
3,4,3,1,0.75,4.16,0,MANTENER
4,5,5,0,1.0,1.68,1,MANTENER
4,5,5,0,1.0,1.53,2,SUBIR
4,5,4,1,0.8,3.1,1,MANTENER
3,4,4,0,1.0,1.21,2,SUBIR
2,3,3,0,1.0,1.84,3,SUBIR
4,5,4,1,0.8,3.13,2,MANTENER
4,5,4,1,0.8,4.19,1,MANTENER
1,2,2,0,1.0,1.69,2,SUBIR
3,4,2,2,0.5,4.04,1,MANTENER
3,4,2,2,0.5,5.08,0,MANTENER
4,5,5,0,1.0,1.42,1,MANTENER
3,4,3,1,0.75,2.67,0,MANTENER
4,5,4,1,0.8,3.99,-1,MANTENER
1,2,2,0,1.0,1.44,0,MANTENER
4,5,5,0,1.0,1.2,1,MANTENER
3,4,2,2,0.5,4.24,0,MANTENER
2,3,2,1,0.67,4.58,-1,MANTENER
4,5,5,0,1.0,1.33,0,MANTENER
3,4,4,0,1.0,1.68,1,MANTENER
2,3,2,1,0.67,4.5,0,MANTENER
2,3,3,0,1.0,1.35,1,MANTENER
5,5,4,1,0.8,2.69,0,MANTENER
1,2,2,0,1.0,1.84,1,MANTENER
4,5,5,0,1.0,1.73,2,SUBIR
1,2,2,0,1.0,1.6,3,SUBIR
5,5,5,0,1.0,1.79,4,SUBIR
3,4,3,1,0.75,3.18,3,MANTENER
1,2,2,0,1.0,1.51,4,SUBIR
3,4,2,2,0.5,6.43,3,MANTENER
2,3,2,1,0.67,4.04,2,MANTENER
1,2,2,0,1.0,1.51,3,SUBIR
1,2,2,0,1.0,1.59,4,SUBIR
2,3,3,0,1.0,1.78,5,SUBIR
3,4,3,1,0.75,4.29,4,MANTENER
5,5,5,0,1.0,1.5,5,SUBIR
1,2,1,1,0.5,5.61,4,MANTENER
5,5,5,0,1.0,1.22,5,SUBIR
4,5,5,0,1.0,1.7,5,SUBIR
5,5,4,1,0.8,2.92,4,MANTENER
2,3,3,0,1.0,1.23,5,SUBIR
4,5,4,1,0.8,4.16,4,MANTENER
2,3,2,1,0.67,3.15,3,MANTENER
4,5,4,1,0.8,3.23,2,MANTENER
3,4,4,0,1.0,1.9,3,SUBIR
4,5,5,0,1.0,1.95,4,SUBIR
2,3,3,0,1.0,1.55,5,SUBIR
3,4,3,1,0.75,4.1,4,MANTENER
3,4,3,1,0.75,2.98,3,MANTENER
2,3,3,0,1.0,1.79,4,SUBIR
2,3,3,0,1.0,1.92,5,SUBIR
4,5,5,0,1.0,1.21,5,SUBIR
4,5,4,1,0.8,4.11,4,MANTENER
1,2,2,0,1.0,1.14,5,SUBIR
2,3,3,0,1.0,1.64,5,SUBIR
2,3,3,0,1.0,1.83,5,SUBIR
1,2,1,1,0.5,5.76,4,MANTENER
2,3,2,1,0.67,5.1,3,MANTENER
1,2,1,1,0.5,4.1,2,MANTENER
5,5,5,0,1.0,1.32,3,SUBIR
3,4,2,2,0.5,3.76,2,MANTENER
1,2,2,0,1.0,1.28,3,SUBIR
1,2,2,0,1.0,1.51,4,SUBIR
4,5,5,0,1.0,1.85,5,SUBIR
2,3,2,1,0.67,3.72,4,MANTENER
5,5,4,1,0.8,2.79,3,MANTENER
4,5,4,1,0.8,3.58,2,MANTENER
3,4,3,1,0.75,3.43,1,MANTENER
4,5,4,1,0.8,2.82,0,MANTENER
4,5,5,0,1.0,1.51,1,MANTENER
1,2,1,1,0.5,6.44,0,MANTENER
1,2,2,0,1.0,1.23,1,MANTENER
2,3,3,0,1.0,1.22,2,SUBIR
4,5,4,1,0.8,2.48,1,MANTENER
3,4,3,1,0.75,3.9,0,MANTENER
3,4,3,1,0.75,4.32,-1,MANTENER
3,4,3,1,0.75,4.41,-2,MANTENER
4,5,4,1,0.8,4.28,-3,MANTENER
5,5,5,0,1.0,1.36,-2,MANTENER
3,4,4,0,1.0,1.34,-1,MANTENER
1,2,1,1,0.5,6.34,-2,BAJAR
2,3,2,1,0.67,3.45,-3,MANTENER
2,3,2,1,0.67,4.28,-4,MANTENER
1,2,2,0,1.0,1.45,-3,MANTENER
2,3,2,1,0.67,4.21,-4,MANTENER
4,5,4,1,0.8,3.8,-5,MANTENER
1,2,2,0,1.0,1.25,-4,MANTENER
3,4,4,0,1.0,1.45,-3,MANTENER
4,5,4,1,0.8,2.56,-4,MANTENER
2,3,3,0,1.0,1.58,-3,MANTENER
5,5,5,0,1.0,1.94,-2,MANTENER
5,5,5,0,1.0,1.65,-1,MANTENER
5,5,4,1,0.8,4.37,-2,MANTENER
1,2,2,0,1.0,1.28,-1,MANTENER
4,5,3,2,0.6,3.3,-2,MANTENER
5,5,5,0,1.0,1.28,-1,MANTENER
2,3,2,1,0.67,3.13,-2,MANTENER
3,4,4,0,1.0,1.62,-1,MANTENER
2,3,2,1,0.67,4.31,-2,MANTENER
5,5,4,1,0.8,3.85,-3,MANTENER
3,4,4,0,1.0,1.48,-2,MANTENER
2,3,2,1,0.67,4.43,-3,MANTENER
2,3,3,0,1.0,1.44,-2,MANTENER
1,2,2,0,1.0,1.89,-1,MANTENER
2,3,3,0,1.0,1.73,0,MANTENER
5,5,3,2,0.6,4.74,-1,MANTENER
4,5,3,2,0.6,3.74,-2,MANTENER
1,2,2,0,1.0,1.32,-1,MANTENER
4,5,4,1,0.8,2.74,-2,MANTENER
4,5,5,0,1.0,1.38,-1,MANTENER
2,3,2,1,0.67,4.24,-2,MANTENER
5,5,5,0,1.0,1.37,-1,MANTENER
1,2,1,1,0.5,6.9,-2,BAJAR
4,5,4,1,0.8,2.26,-3,MANTENER
5,5,4,1,0.8,3.93,-4,MANTENER
4,5,5,0,1.0,1.77,-3,MANTENER
4,5,3,2,0.6,4.25,-4,MANTENER
4,5,4,1,0.8,3.95,-5,MANTENER
2,3,2,1,0.67,2.77,-5,MANTENER
2,3,3,0,1.0,1.54,-4,MANTENER
2,3,2,1,0.67,4.79,-5,MANTENER
4,5,4,1,0.8,3.74,-5,MANTENER
1,2,1,1,0.5,5.08,-5,BAJAR
2,3,3,0,1.0,1.27,-4,MANTENER
3,4,3,1,0.75,2.96,-5,MANTENER
3,4,4,0,1.0,1.73,-4,MANTENER
1,2,2,0,1.0,1.5,-3,MANTENER
4,5,4,1,0.8,3.33,-4,MANTENER
5,5,4,1,0.8,2.58,-5,MANTENER
5,5,4,1,0.8,3.76,-5,MANTENER
4,5,4,1,0.8,2.52,-5,MANTENER
1,2,2,0,1.0,1.14,-4,MANTENER
4,5,4,1,0.8,2.81,-5,MANTENER
4,5,4,1,0.8,3.5,-5,MANTENER
3,4,2,2,0.5,6.9,-5,BAJAR
2,3,3,0,1.0,1.42,-4,MANTENER
3,4,4,0,1.0,1.62,-3,MANTENER
4,5,4,1,0.8,2.98,-4,MANTENER
2,3,3,0,1.0,1.13,-3,MANTENER
1,2,2,0,1.0,1.29,-2,MANTENER
5,5,3,2,0.6,5.09,-3,MANTENER
3,4,3,1,0.75,3.84,-4,MANTENER
4,5,4,1,0.8,3.43,-5,MANTENER
4,5,5,0,1.0,1.86,-4,MANTENER
4,5,3,2,0.6,5.66,-5,MANTENER
3,4,3,1,0.75,4.25,-5,MANTENER
3,4,4,0,1.0,1.35,-4,MANTENER
1,2,1,1,0.5,6.05,-5,BAJAR
3,4,2,2,0.5,4.77,-5,BAJAR
2,3,2,1,0.67,2.83,-5,MANTENER
4,5,4,1,0.8,2.36,-5,MANTENER
4,5,4,1,0.8,3.72,-5,MANTENER
2,3,2,1,0.67,4.74,-5,MANTENER
3,4,4,0,1.0,1.84,-4,MANTENER
1,2,1,1,0.5,5.05,-5,BAJAR
4,5,5,0,1.0,1.76,-4,MANTENER
1,2,1,1,0.5,5.24,-5,BAJAR
3,4,3,1,0.75,4.38,-5,MANTENER
1,2,1,1,0.5,4.4,-5,BAJAR
3,4,2,2,0.5,6.33,-5,BAJAR
3,4,4,0,1.0,1.29,-4,MANTENER
1,2,1,1,0.5,4.81,-5,BAJAR
1,2,1,1,0.5,4.04,-5,BAJAR
3,4,3,1,0.75,4.4,-5,MANTENER
3,4,3,1,0.75,4.18,-5,MANTENER
5,5,5,0,1.0,1.3,-4,MANTENER
1,2,1,1,0.5,3.66,-5,BAJAR
4,5,4,1,0.8,3.98,-5,MANTENER
2,3,2,1,0.67,4.15,-5,MANTENER
3,4,3,1,0.75,4.21,-5,MANTENER
3,4,3,1,0.75,2.67,-5,MANTENER
2,3,3,0,1.0,1.48,-4,MANTENER
1,2,1,1,0.5,4.25,-5,BAJAR
2,3,2,1,0.67,4.08,-5,MANTENER
3,4,3,1,0.75,3.98,-5,MANTENER
4,5,3,2,0.6,4.93,-5,MANTENER
2,3,3,0,1.0,1.2,-4,MANTENER
1,2,1,1,0.5,6.06,-5,BAJAR
3,4,3,1,0.75,3.51,-5,MANTENER
1,2,1,1,0.5,4.16,-5,BAJAR
4,5,5,0,1.0,1.93,-4,MANTENER
4,5,4,1,0.8,3.65,-5,MANTENER
2,3,2,1,0.67,4.15,-5,MANTENER
3,4,4,0,1.0,1.75,-4,MANTENER
1,2,2,0,1.0,1.5,-3,MANTENER
5,5,4,1,0.8,2.4,-4,MANTENER
3,4,4,0,1.0,1.18,-3,MANTENER
1,2,1,1,0.5,5.37,-4,BAJAR
3,4,3,1,0.75,3.74,-5,MANTENER
5,5,4,1,0.8,4.13,-5,MANTENER
3,4,2,2,0.5,6.77,-5,BAJAR
2,3,2,1,0.67,4.1,-5,MANTENER
3,4,4,0,1.0,1.59,-4,MANTENER
4,5,4,1,0.8,3.66,-5,MANTENER
3,4,4,0,1.0,1.18,-4,MANTENER
5,5,5,0,1.0,1.56,-3,MANTENER
1,2,2,0,1.0,1.14,-2,MANTENER
1,2,1,1,0.5,6.52,-3,BAJAR
5,5,5,0,1.0,1.4,-2,MANTENER
2,3,3,0,1.0,1.38,-1,MANTENER
2,3,2,1,0.67,3.62,-2,MANTENER
4,5,5,0,1.0,1.6,-1,MANTENER
2,3,3,0,1.0,1.53,0,MANTENER
3,4,3,1,0.75,2.59,-1,MANTENER
1,2,2,0,1.0,1.29,0,MANTENER
5,5,5,0,1.0,1.86,1,MANTENER
4,5,5,0,1.0,1.53,2,SUBIR
4,5,4,1,0.8,4.35,1,MANTENER
1,2,1,1,0.5,5.21,0,MANTENER
5,5,5,0,1.0,1.32,1,MANTENER
3,4,4,0,1.0,1.83,2,SUBIR
1,2,1,1,0.5,6.22,1,MANTENER
5,5,4,1,0.8,2.46,0,MANTENER
3,4,3,1,0.75,3.3,-1,MANTENER
1,2,2,0,1.0,1.57,0,MANTENER
4,5,4,1,0.8,3.93,-1,MANTENER
3,4,3,1,0.75,3.46,-2,MANTENER
1,2,2,0,1.0,1.93,-1,MANTENER
1,2,2,0,1.0,1.24,0,MANTENER
5,5,5,0,1.0,1.53,1,MANTENER
1,2,2,0,1.0,1.74,2,SUBIR
3,4,3,1,0.75,3.13,1,MANTENER
2,3,3,0,1.0,1.44,2,SUBIR
1,2,1,1,0.5,6.27,1,MANTENER
2,3,3,0,1.0,1.82,2,SUBIR
3,4,3,1,0.75,3.86,1,MANTENER
1,2,2,0,1.0,1.5,2,SUBIR
3,4,3,1,0.75,2.68,1,MANTENER
1,2,1,1,0.5,5.04,0,MANTENER
5,5,5,0,1.0,1.22,1,MANTENER
5,5,5,0,1.0,1.58,2,SUBIR
1,2,1,1,0.5,3.69,1,MANTENER
5,5,4,1,0.8,3.58,0,MANTENER
1,2,1,1,0.5,4.99,-1,MANTENER
4,5,4,1,0.8,3.36,-2,MANTENER
1,2,1,1,0.5,4.71,-3,BAJAR
5,5,5,0,1.0,1.1,-2,MANTENER
2,3,3,0,1.0,1.32,-1,MANTENER
2,3,2,1,0.67,4.76,-2,MANTENER
3,4,3,1,0.75,3.57,-3,MANTENER
1,2,1,1,0.5,4.42,-4,BAJAR
1,2,1,1,0.5,4.52,-5,BAJAR
1,2,1,1,0.5,6.27,-5,BAJAR
3,4,2,2,0.5,6.91,-5,BAJAR
3,4,3,1,0.75,2.86,-5,MANTENER
4,5,5,0,1.0,1.86,-4,MANTENER
3,4,4,0,1.0,1.26,-3,MANTENER
1,2,1,1,0.5,4.61,-4,BAJAR
2,3,2,1,0.67,4.6,-5,MANTENER
4,5,4,1,0.8,3.17,-5,MANTENER
4,5,4,1,0.8,3.36,-5,MANTENER
5,5,5,0,1.0,1.59,-4,MANTENER
5,5,5,0,1.0,1.65,-3,MANTENER
4,5,5,0,1.0,1.12,-2,MANTENER
1,2,2,0,1.0,1.9,-1,MANTENER
3,4,4,0,1.0,1.81,0,MANTENER
2,3,3,0,1.0,1.86,1,MANTENER
3,4,3,1,0.75,4.14,0,MANTENER
5,5,5,0,1.0,1.92,1,MANTENER
3,4,4,0,1.0,1.52,2,SUBIR
4,5,5,0,1.0,1.77,3,SUBIR
2,3,3,0,1.0,1.38,4,SUBIR
4,5,3,2,0.6,3.39,3,MANTENER
1,2,2,0,1.0,1.36,4,SUBIR
4,5,4,1,0.8,3.73,3,MANTENER
3,4,2,2,0.5,4.86,2,MANTENER
4,5,5,0,1.0,1.78,3,SUBIR
1,2,1,1,0.5,5.26,2,MANTENER
1,2,1,1,0.5,4.27,1,MANTENER
2,3,3,0,1.0,1.58,2,SUBIR
1,2,2,0,1.0,1.91,3,SUBIR
3,4,2,2,0.5,3.72,2,MANTENER
5,5,3,2,0.6,5.36,1,MANTENER
2,3,3,0,1.0,1.34,2,SUBIR
3,4,3,1,0.75,4.33,1,MANTENER
2,3,3,0,1.0,1.46,2,SUBIR
1,2,2,0,1.0,1.24,3,SUBIR
1,2,2,0,1.0,1.53,4,SUBIR
1,2,2,0,1.0,1.96,5,SUBIR
1,2,1,1,0.5,6.71,4,MANTENER
2,3,2,1,0.67,3.24,3,MANTENER
4,5,3,2,0.6,4.53,2,MANTENER
3,4,3,1,0.75,2.66,1,MANTENER
5,5,5,0,1.0,1.53,2,SUBIR
4,5,5,0,1.0,1.23,3,SUBIR
1,2,1,1,0.5,5.92,2,MANTENER
2,3,3,0,1.0,1.32,3,SUBIR
4,5,4,1,0.8,3.98,2,MANTENER
5,5,5,0,1.0,1.17,3,SUBIR
1,2,2,0,1.0,1.15,4,SUBIR
4,5,3,2,0.6,4.44,3,MANTENER
1,2,2,0,1.0,1.16,4,SUBIR
5,5,4,1,0.8,3.57,3,MANTENER
5,5,5,0,1.0,1.77,4,SUBIR
5,5,5,0,1.0,1.49,5,SUBIR
1,2,2,0,1.0,1.31,5,SUBIR
5,5,4,1,0.8,2.66,4,MANTENER
1,2,2,0,1.0,1.79,5,SUBIR
4,5,4,1,0.8,4.17,4,MANTENER
3,4,3,1,0.75,4.3,3,MANTENER
2,3,2,1,0.67,5.03,2,MANTENER
4,5,5,0,1.0,1.61,3,SUBIR
2,3,2,1,0.67,4.41,2,MANTENER
5,5,4,1,0.8,3.34,1,MANTENER
1,2,1,1,0.5,5.49,0,MANTENER
4,5,5,0,1.0,1.61,1,MANTENER
3,4,3,1,0.75,4.49,0,MANTENER
2,3,3,0,1.0,1.45,1,MANTENER
4,5,3,2,0.6,4.33,0,MANTENER
3,4,3,1,0.75,2.82,-1,MANTENER
4,5,5,0,1.0,1.14,0,MANTENER
4,5,4,1,0.8,4.35,-1,MANTENER
4,5,4,1,0.8,3.48,-2,MANTENER
1,2,2,0,1.0,1.91,-1,MANTENER
5,5,4,1,0.8,4.27,-2,MANTENER
2,3,3,0,1.0,1.51,-1,MANTENER
4,5,4,1,0.8,3.27,-2,MANTENER
2,3,3,0,1.0,1.38,-1,MANTENER
5,5,5,0,1.0,1.59,0,MANTENER
1,2,2,0,1.0,1.38,1,MANTENER
3,4,4,0,1.0,1.37,2,SUBIR
5,5,4,1,0.8,3.76,1,MANTENER
2,3,3,0,1.0,1.99,2,SUBIR
3,4,4,0,1.0,1.8,3,SUBIR
3,4,2,2,0.5,5.76,2,MANTENER
3,4,3,1,0.75,4.33,1,MANTENER
3,4,4,0,1.0,1.79,2,SUBIR
2,3,3,0,1.0,1.79,3,SUBIR
5,5,4,1,0.8,3.26,2,MANTENER
4,5,4,1,0.8,3.11,1,MANTENER
3,4,4,0,1.0,1.54,2,SUBIR
4,5,5,0,1.0,1.99,3,SUBIR
3,4,3,1,0.75,3.24,2,MANTENER
4,5,5,0,1.0,1.6,3,SUBIR
2,3,2,1,0.67,4.62,2,MANTENER
1,2,2,0,1.0,1.85,3,SUBIR
5,5,5,0,1.0,1.69,4,SUBIR
1,2,1,1,0.5,6.78,3,MANTENER
3,4,2,2,0.5,5.65,2,MANTENER
1,2,2,0,1.0,1.51,3,SUBIR
5,5,4,1,0.8,3.96,2,MANTENER
5,5,3,2,0.6,3.15,1,MANTENER
5,5,4,1,0.8,3.93,0,MANTENER
3,4,4,0,1.0,1.58,1,MANTENER
2,3,3,0,1.0,1.95,2,SUBIR
5,5,5,0,1.0,1.87,3,SUBIR
2,3,3,0,1.0,1.18,4,SUBIR
1,2,1,1,0.5,5.33,3,MANTENER
3,4,3,1,0.75,2.51,2,MANTENER
5,5,4,1,0.8,2.85,1,MANTENER
4,5,4,1,0.8,3.7,0,MANTENER
1,2,2,0,1.0,1.83,1,MANTENER
1,2,2,0,1.0,1.15,2,SUBIR
1,2,2,0,1.0,1.9,3,SUBIR
4,5,3,2,0.6,5.7,2,MANTENER
2,3,2,1,0.67,4.72,1,MANTENER
2,3,3,0,1.0,1.52,2,SUBIR
5,5,5,0,1.0,2.0,3,SUBIR
4,5,3,2,0.6,5.45,2,MANTENER
5,5,4,1,0.8,2.89,1,MANTENER
2,3,2,1,0.67,4.45,0,MANTENER
2,3,2,1,0.67,4.54,-1,MANTENER
2,3,2,1,0.67,4.06,-2,MANTENER
4,5,3,2,0.6,3.97,-3,MANTENER
4,5,4,1,0.8,3.63,-4,MANTENER
4,5,5,0,1.0,1.96,-3,MANTENER
4,5,5,0,1.0,1.16,-2,MANTENER
5,5,5,0,1.0,1.61,-1,MANTENER
2,3,2,1,0.67,2.89,-2,MANTENER
3,4,3,1,0.75,4.49,-3,MANTENER
4,5,4,1,0.8,2.41,-4,MANTENER
5,5,5,0,1.0,1.23,-3,MANTENER
1,2,1,1,0.5,6.99,-4,BAJAR
2,3,2,1,0.67,4.43,-5,MANTENER
1,2,1,1,0.5,6.73,-5,BAJAR
3,4,4,0,1.0,1.99,-4,MANTENER
5,5,5,0,1.0,1.15,-3,MANTENER
5,5,5,0,1.0,1.82,-2,MANTENER
5,5,5,0,1.0,1.43,-1,MANTENER
5,5,4,1,0.8,4.22,-2,MANTENER
1,2,2,0,1.0,1.8,-1,MANTENER
3,4,4,0,1.0,1.9,0,MANTENER
4,5,4,1,0.8,3.56,-1,MANTENER
3,4,2,2,0.5,5.5,-2,BAJAR
3,4,3,1,0.75,3.0,-3,MANTENER
4,5,4,1,0.8,2.31,-4,MANTENER
5,5,3,2,0.6,3.32,-5,MANTENER
5,5,5,0,1.0,1.54,-4,MANTENER
1,2,1,1,0.5,4.25,-5,BAJAR
3,4,3,1,0.75,2.52,-5,MANTENER
3,4,4,0,1.0,1.85,-4,MANTENER
1,2,1,1,0.5,6.12,-5,BAJAR
5,5,4,1,0.8,3.57,-5,MANTENER
3,4,3,1,0.75,4.62,-5,MANTENER
3,4,3,1,0.75,3.45,-5,MANTENER
5,5,5,0,1.0,1.53,-4,MANTENER
5,5,4,1,0.8,2.86,-5,MANTENER
5,5,3,2,0.6,5.34,-5,MANTENER
4,5,4,1,0.8,4.2,-5,MANTENER
3,4,2,2,0.5,6.69,-5,BAJAR
1,2,1,1,0.5,5.4,-5,BAJAR
5,5,4,1,0.8,2.38,-5,MANTENER
4,5,4,1,0.8,3.96,-5,MANTENER
3,4,4,0,1.0,1.42,-4,MANTENER
3,4,2,2,0.5,5.85,-5,BAJAR
2,3,3,0,1.0,1.54,-4,MANTENER
1,2,1,1,0.5,3.73,-5,BAJAR
3,4,4,0,1.0,1.32,-4,MANTENER
4,5,5,0,1.0,1.44,-3,MANTENER
1,2,2,0,1.0,1.43,-2,MANTENER
5,5,4,1,0.8,4.22,-3,MANTENER
2,3,2,1,0.67,4.38,-4,MANTENER
5,5,3,2,0.6,5.63,-5,MANTENER
4,5,5,0,1.0,1.85,-4,MANTENER
3,4,3,1,0.75,3.12,-5,MANTENER
3,4,4,0,1.0,1.39,-4,MANTENER
3,4,2,2,0.5,5.89,-5,BAJAR
3,4,4,0,1.0,1.39,-4,MANTENER
3,4,4,0,1.0,1.53,-3,MANTENER
4,5,4,1,0.8,2.6,-4,MANTENER
1,2,1,1,0.5,6.38,-5,BAJAR
4,5,4,1,0.8,2.73,-5,MANTENER
2,3,3,0,1.0,1.5,-4,MANTENER
4,5,4,1,0.8,2.75,-5,MANTENER
4,5,4,1,0.8,3.36,-5,MANTENER
1,2,2,0,1.0,1.29,-4,MANTENER
3,4,4,0,1.0,1.25,-3,MANTENER
2,3,2,1,0.67,3.02,-4,MANTENER
5,5,5,0,1.0,1.85,-3,MANTENER
5,5,5,0,1.0,1.81,-2,MANTENER
3,4,2,2,0.5,3.96,-3,BAJAR
1,2,1,1,0.5,4.88,-4,BAJAR
4,5,3,2,0.6,5.58,-5,MANTENER
3,4,2,2,0.5,6.24,-5,BAJAR
3,4,4,0,1.0,1.6,-4,MANTENER
5,5,5,0,1.0,1.67,-3,MANTENER
1,2,1,1,0.5,5.54,-4,BAJAR
3,4,4,0,1.0,1.57,-3,MANTENER
5,5,3,2,0.6,3.71,-4,MANTENER
3,4,4,0,1.0,1.6,-3,MANTENER
3,4,4,0,1.0,1.26,-2,MANTENER
1,2,1,1,0.5,6.62,-3,BAJAR
2,3,2,1,0.67,4.88,-4,MANTENER
5,5,5,0,1.0,1.51,-3,MANTENER
5,5,4,1,0.8,2.66,-4,MANTENER
1,2,2,0,1.0,1.5,-3,MANTENER
5,5,4,1,0.8,3.87,-4,MANTENER
5,5,4,1,0.8,3.5,-5,MANTENER
2,3,2,1,0.67,4.62,-5,MANTENER
1,2,2,0,1.0,1.48,-4,MANTENER
1,2,2,0,1.0,1.29,-3,MANTENER
4,5,5,0,1.0,1.92,-2,MANTENER
5,5,5,0,1.0,1.93,-1,MANTENER
3,4,2,2,0.5,6.77,-2,BAJAR
2,3,2,1,0.67,3.3,-3,MANTENER
1,2,1,1,0.5,5.86,-4,BAJAR
4,5,5,0,1.0,1.32,-3,MANTENER
1,2,2,0,1.0,1.98,-2,MANTENER
3,4,4,0,1.0,1.56,-1,MANTENER
1,2,2,0,1.0,1.3,0,MANTENER
3,4,3,1,0.75,2.73,-1,MANTENER
4,5,5,0,1.0,1.22,0,MANTENER
1,2,2,0,1.0,1.79,1,MANTENER
5,5,5,0,1.0,1.97,2,SUBIR
4,5,5,0,1.0,1.96,3,SUBIR
2,3,3,0,1.0,1.24,4,SUBIR
3,4,3,1,0.75,4.05,3,MANTENER
5,5,4,1,0.8,3.5,2,MANTENER
4,5,4,1,0.8,3.82,1,MANTENER
2,3,2,1,0.67,4.77,0,MANTENER
3,4,3,1,0.75,3.09,-1,MANTENER
3,4,4,0,1.0,1.57,0,MANTENER
4,5,5,0,1.0,1.44,1,MANTENER
2,3,3,0,1.0,1.37,2,SUBIR
4,5,5,0,1.0,1.79,3,SUBIR
1,2,2,0,1.0,1.94,4,SUBIR
2,3,3,0,1.0,1.67,5,SUBIR
3,4,2,2,0.5,3.99,4,MANTENER
1,2,2,0,1.0,1.25,5,SUBIR
1,2,2,0,1.0,1.51,5,SUBIR
3,4,4,0,1.0,1.85,5,SUBIR
2,3,3,0,1.0,1.88,5,SUBIR
5,5,5,0,1.0,1.78,5,SUBIR
5,5,3,2,0.6,3.31,4,MANTENER
4,5,5,0,1.0,1.72,5,SUBIR
5,5,4,1,0.8,4.03,4,MANTENER
3,4,3,1,0.75,3.55,3,MANTENER
4,5,5,0,1.0,1.97,4,SUBIR
3,4,3,1,0.75,3.79,3,MANTENER
3,4,3,1,0.75,4.5,2,MANTENER
4,5,5,0,1.0,1.32,3,SUBIR
4,5,4,1,0.8,2.81,2,MANTENER
4,5,5,0,1.0,1.82,3,SUBIR
4,5,4,1,0.8,2.25,2,MANTENER
3,4,3,1,0.75,4.43,1,MANTENER
4,5,3,2,0.6,5.76,0,MANTENER
3,4,4,0,1.0,1.3,1,MANTENER
5,5,4,1,0.8,3.71,0,MANTENER
